leader,follower,lag_days,train_events,train_success_rate,train_average_return,train_baseline_rate,train_uplift,test_events,test_success_rate,test_average_return,test_median_return,test_baseline_rate,test_uplift,relationship_score
ALKIM,MANAS,3,15,20.0,0.11,21.58,-1.58,6,66.67,2.62,3.56,32.64,34.03,41.07
OZYSR,KLRHO,1,20,20.0,1.0,15.28,4.72,14,57.14,3.05,3.14,28.22,28.93,41.07
TAVHL,ASELS,2,10,20.0,0.12,13.69,6.31,5,60.0,2.85,4.86,18.33,41.67,41.06
TURSG,UFUK,5,23,26.09,1.63,24.35,1.74,9,55.56,2.77,3.56,18.14,37.41,41.06
THYAO,MOGAN,1,8,37.5,0.37,7.71,29.79,4,50.0,2.03,2.07,17.28,32.72,41.06
HEKTS,KERVN,5,17,29.41,2.22,17.37,12.05,12,50.0,3.46,2.7,26.58,23.42,41.06
ALARK,BOSSA,3,11,18.18,0.63,12.67,5.51,5,60.0,1.95,3.06,9.21,50.79,41.05
TAVHL,QUAGR,1,10,10.0,0.01,10.1,-0.1,5,60.0,4.41,3.48,15.35,44.65,41.05
YKBNK,KUVVA,2,24,20.83,-0.38,20.44,0.4,9,55.56,3.51,3.68,17.5,38.06,41.05
EGEEN,BURCE,2,31,35.48,0.83,18.18,17.3,8,50.0,3.13,3.0,24.17,25.83,41.05
NTGAZ,GUNDG,2,22,13.64,0.35,17.0,-3.37,11,63.64,3.78,4.6,39.26,24.38,41.05
BESLR,AHSGY,3,17,29.41,1.73,18.59,10.82,8,50.0,3.9,2.99,19.09,30.91,41.04
ECILC,RUZYE,1,23,17.39,0.66,14.26,3.13,13,53.85,2.8,3.63,13.69,40.15,41.03
GOLTS,RALYH,4,32,37.5,1.36,18.45,19.05,4,50.0,3.53,2.85,20.59,29.41,41.03
PAGYO,RALYH,1,16,25.0,-0.38,18.34,6.66,17,52.94,2.65,3.33,20.33,32.61,41.02
MRSHL,BIGTK,1,56,30.36,0.55,24.55,5.8,10,50.0,3.6,3.28,19.09,30.91,41.02
KLGYO,VANGD,2,42,23.81,0.72,19.64,4.17,12,50.0,3.98,3.18,19.17,30.83,41.02
AKMGY,OZRDN,4,44,18.18,0.19,14.29,3.9,12,58.33,3.01,4.63,28.99,29.34,41.02
SNGYO,FONET,4,20,15.0,-0.37,18.45,-3.45,7,57.14,3.96,3.45,14.29,42.86,41.01
MAALT,OZRDN,2,47,12.77,0.52,14.23,-1.46,15,60.0,3.47,4.68,28.75,31.25,41.01
BIENY,DITAS,2,16,25.0,1.14,16.07,8.93,11,54.55,2.67,3.5,24.17,30.38,41.01
GARFA,KLRHO,4,30,20.0,0.96,15.28,4.72,7,57.14,4.67,7.33,28.15,28.99,41.01
PGSUS,PRZMA,1,13,30.77,0.55,14.4,16.37,4,50.0,5.31,5.94,25.31,24.69,41.01
NTGAZ,TRHOL,3,37,35.14,0.91,26.44,8.69,10,50.0,4.25,2.97,30.96,19.04,41.01
BANVT,ATAKP,2,48,12.5,-0.32,9.13,3.37,5,60.0,2.66,3.73,7.5,52.5,41.0
VKGYO,ESCAR,5,19,31.58,0.52,13.72,17.86,6,50.0,2.97,3.11,14.77,35.23,41.0
AVPGY,KARTN,5,10,40.0,1.47,13.37,26.63,4,50.0,1.75,2.04,15.61,34.39,41.0
ASUZU,GEREL,2,22,40.91,1.44,18.38,22.53,4,50.0,2.57,2.25,19.58,30.42,41.0
MNDTR,CEMAS,3,20,25.0,-0.09,17.89,7.11,5,60.0,1.01,3.13,10.46,49.54,40.99
KRVGD,PRZMA,4,13,23.08,0.75,14.48,8.59,7,57.14,3.52,5.34,25.63,31.51,40.99
KRPLS,ECILC,1,17,35.29,1.76,13.07,22.22,11,45.45,2.06,0.98,14.94,30.52,40.99
PATEK,BIGTK,1,65,32.31,1.11,24.55,7.75,25,48.0,3.19,1.94,19.09,28.91,40.99
BASGZ,MANAS,5,19,21.05,0.18,21.27,-0.22,10,60.0,3.52,5.79,32.49,27.51,40.99
TBORG,KRGYO,3,28,28.57,0.4,17.62,10.95,4,50.0,3.64,3.13,6.69,43.31,40.98
EGEEN,BEYAZ,5,31,29.03,1.32,15.57,13.46,6,50.0,3.23,3.18,10.97,39.03,40.98
HLGYO,TKFEN,1,22,22.73,1.35,14.79,7.93,9,55.56,3.06,3.58,21.99,33.56,40.98
BANVT,ENERY,3,49,18.37,0.52,13.27,5.1,5,60.0,2.64,3.49,14.64,45.36,40.97
SURGY,DITAS,1,21,9.52,-0.71,16.04,-6.52,15,60.0,3.25,3.98,24.07,35.93,40.97
PARSN,TRALT,1,19,21.05,0.15,10.69,10.36,5,60.0,3.07,3.4,24.48,35.52,40.97
SOKM,MAGEN,5,10,20.0,0.64,16.9,3.1,5,60.0,2.8,3.21,16.03,43.97,40.96
ALCAR,TGSAS,1,42,23.81,0.07,20.2,3.61,7,57.14,2.42,3.11,14.52,42.62,40.96
VESTL,QNBFK,2,18,27.78,1.2,23.02,4.76,6,50.0,4.68,5.46,14.17,35.83,40.96
MIATK,KLRHO,1,25,4.0,-0.38,15.28,-11.28,16,62.5,3.62,4.66,28.22,34.28,40.96
TABGD,ONCSM,1,17,29.41,0.6,13.47,15.95,4,50.0,4.56,4.58,18.26,31.74,40.96
DGATE,KERVN,5,57,28.07,1.56,17.37,10.7,17,52.94,2.63,3.29,26.58,26.36,40.96
NUHCM,INVES,1,13,7.69,-0.79,12.86,-5.17,10,60.0,3.54,3.82,19.5,40.5,40.95
ADGYO,NETAS,1,13,7.69,0.15,16.63,-8.94,18,55.56,4.23,3.45,17.43,38.13,40.95
BANVT,PASEU,1,30,16.67,-0.43,17.87,-1.2,5,60.0,5.12,6.8,27.8,32.2,40.95
EGGUB,EGPRO,1,41,14.63,0.74,13.61,1.02,10,60.0,2.01,3.05,15.77,44.23,40.94
TOASO,SONME,1,18,33.33,1.5,20.0,13.33,6,50.0,2.9,1.93,12.86,37.14,40.94
KRDMD,CRDFA,1,17,23.53,-1.12,21.7,1.83,9,55.56,3.59,3.3,22.41,33.15,40.94
KATMR,BURVA,2,47,23.4,1.2,18.06,5.35,8,62.5,2.61,5.17,34.17,28.33,40.94
INTEM,BURVA,1,43,20.93,0.7,18.22,2.71,21,57.14,3.87,9.9,34.44,22.7,40.94
AGHOL,PATEK,2,10,10.0,-0.89,23.94,-13.94,5,60.0,4.71,6.5,18.18,41.82,40.93
ONRYT,CRFSA,5,29,6.9,-0.17,12.38,-5.48,10,60.0,3.96,3.92,21.94,38.06,40.93
KLGYO,PEKGY,1,43,25.58,0.23,20.51,5.07,12,50.0,3.19,2.75,16.18,33.82,40.93
ANHYT,DITAS,1,32,34.38,2.18,16.04,18.34,8,50.0,3.08,2.37,24.07,25.93,40.93
PARSN,KNFRT,5,20,20.0,0.6,16.57,3.43,5,60.0,2.57,3.16,14.77,45.23,40.92
VESTL,FMIZP,5,17,35.29,1.28,15.17,20.12,6,50.0,1.41,2.24,8.86,41.14,40.92
MHRGY,PSGYO,1,12,25.0,-0.2,17.16,7.84,7,57.14,2.37,3.26,18.67,38.47,40.92
AKMGY,DOGUB,2,43,13.95,0.4,16.67,-2.71,12,58.33,4.31,6.24,32.08,26.25,40.92
INDES,EGGUB,5,23,13.04,0.22,14.57,-1.53,5,60.0,3.5,3.27,12.24,47.76,40.91
AYEN,ARASE,4,14,21.43,0.63,10.32,11.11,12,50.0,2.71,2.27,13.03,36.97,40.91
KONKA,KERVN,2,23,17.39,-0.52,17.26,0.13,7,57.14,5.16,7.44,26.25,30.89,40.91
CMBTN,KARTN,3,54,16.67,0.13,13.52,3.15,7,57.14,3.51,4.32,15.48,41.66,40.9
ISCTR,KLMSN,3,13,30.77,0.67,14.71,16.06,4,50.0,3.23,2.2,10.04,39.96,40.9
SAYAS,CRFSA,2,42,21.43,0.36,12.5,8.93,17,52.94,3.05,3.16,22.08,30.86,40.9
PAPIL,KTLEV,2,54,27.78,0.3,20.8,6.98,11,54.55,2.96,3.15,28.23,26.32,40.9
LMKDC,AGESA,2,25,20.0,0.25,12.7,7.3,5,60.0,1.53,3.08,10.0,50.0,40.89
GUBRF,ARSAN,3,29,10.34,-0.2,13.07,-2.72,10,60.0,3.06,3.37,18.83,41.17,40.89
ENKAI,TGSAS,2,14,35.71,2.78,20.04,15.67,4,50.0,3.21,2.58,14.58,35.42,40.89
TMSN,TCKRC,2,13,30.77,1.74,15.44,15.33,4,50.0,4.38,4.62,18.18,31.82,40.89
BIMAS,DOGUB,1,13,23.08,0.27,16.63,6.44,5,60.0,4.13,6.94,31.95,28.05,40.89
EDIP,GUNDG,3,28,7.14,-0.43,17.0,-9.86,12,66.67,3.12,4.0,39.42,27.25,40.89
YYLGD,KTLEV,4,9,44.44,2.61,20.8,23.64,6,50.0,2.43,1.8,28.46,21.54,40.89
EKSUN,DGATE,1,16,12.5,0.47,21.58,-9.08,7,57.14,4.4,4.88,15.77,41.38,40.88
SOKE,OYYAT,1,15,20.0,0.88,9.11,10.89,8,50.0,3.77,2.76,9.54,40.46,40.88
EGEPO,QUAGR,3,43,18.6,0.84,10.14,8.47,9,55.56,2.62,6.12,15.48,40.07,40.88
TOASO,KONTR,1,18,22.22,1.03,15.19,7.03,6,50.0,5.36,6.27,15.77,34.23,40.88
NUGYO,HEDEF,5,28,28.57,1.28,19.68,8.89,7,57.14,2.89,6.34,27.16,29.98,40.88
SOKE,GUNDG,5,12,8.33,-0.6,17.0,-8.67,9,66.67,4.0,4.48,39.75,26.92,40.88
VAKBN,DOGUB,4,15,33.33,2.82,16.73,16.6,7,57.14,2.18,4.01,32.35,24.79,40.88
YATAS,TATEN,2,12,8.33,0.07,15.81,-7.48,6,66.67,2.19,4.04,18.75,47.92,40.87
GOODY,KRDMB,2,17,0.0,-0.1,10.32,-10.32,6,66.67,3.41,4.08,19.58,47.08,40.87
BFREN,AHGAZ,5,37,10.81,0.24,10.38,0.43,5,60.0,3.84,3.06,13.08,46.92,40.87
MARBL,AYCES,1,39,17.95,-0.18,12.28,5.67,7,57.14,3.16,5.37,16.18,40.96,40.87
BIMAS,GIPTA,3,10,20.0,0.62,18.77,1.23,5,60.0,3.41,5.63,19.67,40.33,40.87
AGESA,ATATP,3,22,22.73,0.35,19.48,3.24,5,60.0,3.35,3.51,23.43,36.57,40.87
MACKO,IHAAS,1,34,14.71,-0.12,17.55,-2.85,14,57.14,3.54,4.14,24.07,33.08,40.87
BRLSM,PRZMA,1,33,30.3,1.23,14.4,15.9,22,50.0,2.66,2.03,25.31,24.69,40.87
YYLGD,OZRDN,3,13,46.15,1.81,14.26,31.9,6,50.0,1.42,1.32,28.87,21.13,40.87
SAHOL,BAKAB,4,13,7.69,0.44,14.14,-6.45,5,60.0,4.34,4.03,13.45,46.55,40.86
SNPAM,DMRGD,1,35,11.43,0.7,14.4,-2.97,8,62.5,3.01,4.19,21.58,40.92,40.86
ULUUN,RALYH,4,18,11.11,-0.78,18.45,-7.34,5,60.0,4.84,4.36,20.59,39.41,40.86
BERA,ATEKS,5,27,22.22,0.68,15.77,6.45,11,54.55,2.78,5.21,21.1,33.45,40.86
AGHOL,CEMTS,2,14,14.29,-1.14,11.31,2.98,5,60.0,2.31,3.4,7.08,52.92,40.85
KIMMR,LYDYE,2,37,18.92,-0.92,25.0,-6.08,8,62.5,0.63,3.64,11.25,51.25,40.85
MHRGY,KARTN,2,12,16.67,0.33,13.49,3.17,7,57.14,3.52,4.43,15.83,41.31,40.85
UFUK,SUNTK,4,77,19.48,0.56,18.13,1.35,28,57.14,2.18,3.21,19.75,37.39,40.85
KUYAS,BIGTK,4,53,28.3,0.45,24.5,3.8,16,50.0,3.27,3.26,18.91,31.09,40.85
LKMNH,MANAS,1,24,41.67,2.02,21.7,19.97,6,50.0,3.66,2.99,32.37,17.63,40.85
NATEN,QUAGR,2,39,15.38,-0.32,10.12,5.27,5,60.0,3.04,6.02,15.42,44.58,40.84
AKBNK,SMRTG,1,29,17.24,0.78,10.65,6.59,9,55.56,2.78,4.05,14.11,41.45,40.84
KORDS,BJKAS,5,15,20.0,-0.05,14.57,5.43,12,50.0,3.54,2.54,13.92,36.08,40.84
QNBTR,HEDEF,5,78,23.08,0.51,19.68,3.4,14,57.14,2.48,3.47,27.16,29.98,40.84
LILAK,OZRDN,2,17,23.53,1.11,14.23,9.3,9,55.56,3.62,5.31,28.75,26.81,40.84
ADEL,TRHOL,4,49,36.73,1.82,26.29,10.44,19,52.63,2.13,3.86,31.09,21.54,40.84
INDES,MNDRS,5,23,13.04,-0.35,12.57,0.47,5,60.0,2.84,3.33,8.02,51.98,40.83
AGESA,TOASO,3,22,13.64,-0.34,11.73,1.91,5,60.0,2.94,3.57,10.46,49.54,40.83
TURGG,BAKAB,2,56,26.79,0.76,14.29,12.5,10,50.0,2.51,2.89,13.33,36.67,40.83
AGROT,KAPLM,5,55,16.36,0.29,18.76,-2.4,11,54.55,4.24,4.71,21.52,33.03,40.83
ISFIN,PNLSN,4,22,13.64,0.29,15.14,-1.5,5,60.0,3.41,4.01,12.61,47.39,40.82
TMSN,DCTTR,1,13,38.46,0.86,24.48,13.98,4,50.0,2.5,1.83,11.11,38.89,40.82
EGGUB,OZRDN,3,41,14.63,0.35,14.26,0.38,10,60.0,3.74,5.5,28.87,31.13,40.82
OZKGY,MACKO,1,19,15.79,0.11,14.6,1.19,5,60.0,3.14,3.93,13.69,46.31,40.81
MNDTR,MOBTL,2,21,23.81,0.19,16.8,7.01,5,60.0,2.22,3.88,19.17,40.83,40.81
GLCVY,LYDHO,1,35,28.57,0.39,21.19,7.38,8,50.0,3.43,2.54,13.28,36.72,40.81
BAGFS,CEMZY,3,17,11.76,0.01,17.94,-6.17,14,57.14,3.54,3.91,21.4,35.74,40.81
ALCAR,ODINE,2,19,26.32,1.07,20.29,6.03,7,57.14,3.39,4.11,26.86,30.28,40.81
OYYAT,OZRDN,3,11,18.18,1.05,14.26,3.92,12,58.33,2.85,4.87,28.87,29.46,40.81
LMKDC,TURSG,5,25,28.0,0.68,14.71,13.29,6,50.0,3.07,3.34,9.47,40.53,40.8
PGSUS,SMRTG,1,13,30.77,1.86,10.65,20.12,4,50.0,3.3,3.75,14.11,35.89,40.8
DOCO,VANGD,2,18,22.22,-0.28,19.64,2.58,11,54.55,2.87,3.6,19.17,35.38,40.8
NUHCM,OZRDN,3,22,13.64,-0.24,14.26,-0.62,10,60.0,3.9,4.15,28.87,31.13,40.8
KOPOL,PASEU,5,19,15.79,0.3,17.87,-2.08,12,58.33,3.42,4.5,27.85,30.49,40.8
KLKIM,ISDMR,3,26,3.85,-0.1,7.36,-3.51,8,62.5,2.38,3.35,9.62,52.88,40.79
BANVT,GSDHO,2,48,12.5,0.39,8.13,4.37,5,60.0,2.98,3.25,11.67,48.33,40.79
AGROT,BURVA,5,55,20.0,-0.21,17.96,2.04,11,63.64,1.88,3.89,34.18,29.46,40.79
TUPRS,BURVA,5,8,12.5,-0.37,17.96,-5.46,8,62.5,4.5,5.53,34.18,28.32,40.79
AGHOL,KARTN,5,15,6.67,-0.06,13.37,-6.71,5,60.0,4.71,7.88,15.61,44.39,40.78
ALKIM,KLGYO,3,14,28.57,1.09,16.1,12.47,6,50.0,3.25,3.13,10.88,39.12,40.78
IZFAS,PRZMA,3,35,20.0,0.06,14.46,5.54,18,55.56,3.0,4.87,25.52,30.03,40.78
PNSUT,SMRTG,3,20,5.0,-0.45,10.5,-5.5,10,60.0,3.08,4.3,14.23,45.77,40.77
USAK,A1CAP,4,67,8.96,0.13,11.11,-2.16,10,60.0,2.61,3.62,14.71,45.29,40.77
DEVA,TRENJ,2,9,22.22,1.48,14.29,7.94,5,60.0,2.09,4.24,17.5,42.5,40.77
GARAN,TURGG,3,25,20.0,1.21,18.22,1.78,6,50.0,5.12,4.57,8.37,41.63,40.77
ISFIN,CEMZY,5,10,0.0,0.15,17.94,-17.94,5,60.0,6.39,8.9,21.58,38.42,40.77
TAVHL,CVKMD,1,11,18.18,0.09,18.74,-0.56,5,60.0,4.24,7.0,23.65,36.35,40.77
GOLTS,LINK,2,32,46.88,2.19,23.72,23.16,4,50.0,1.06,1.16,15.83,34.17,40.77
HLGYO,TATEN,1,22,18.18,0.37,15.78,2.4,9,55.56,3.63,4.29,18.67,36.88,40.76
CMENT,HDFGS,1,77,12.99,-0.13,14.26,-1.27,7,57.14,4.92,5.17,20.75,36.4,40.76
EUREN,KAREL,1,29,24.14,0.13,12.08,12.06,10,50.0,3.02,3.25,14.52,35.48,40.76
SEGYO,BURVA,2,39,23.08,-0.01,18.06,5.02,19,57.89,2.92,4.04,34.17,23.73,40.76
GENTS,TRHOL,2,43,44.19,2.56,26.39,17.8,13,46.15,2.69,-0.54,30.83,15.32,40.76
BAKAB,ESCOM,1,30,23.33,0.71,18.54,4.79,17,52.94,2.82,3.21,19.92,33.02,40.75
ESEN,DITAS,5,34,17.65,-0.04,15.97,1.68,9,55.56,4.53,4.38,24.47,31.08,40.74
RALYH,OZATD,5,25,36.0,1.25,16.98,19.02,24,45.83,2.72,2.17,23.01,22.82,40.74
TMSN,PATEK,3,27,40.74,2.11,23.94,16.8,4,50.0,2.81,1.94,18.26,31.74,40.73
BIMAS,TMPOL,3,12,8.33,0.55,19.28,-10.95,5,60.0,5.55,5.02,23.85,36.15,40.72
METRO,BURCE,5,29,34.48,1.32,18.29,16.19,23,47.83,2.6,1.53,24.05,23.78,40.72
ALTNY,GUNDG,2,10,30.0,1.12,17.0,13.0,14,57.14,2.13,3.34,39.26,17.89,40.72
AGHOL,NUGYO,2,14,7.14,-1.43,12.9,-5.75,5,60.0,3.8,3.18,9.58,50.42,40.71
AGESA,SELEC,5,23,17.39,0.41,12.18,5.22,5,60.0,3.11,3.64,18.57,41.43,40.71
IEYHO,AYES,2,62,20.97,0.49,18.18,2.79,9,55.56,2.69,3.03,15.0,40.56,40.71
BESLR,GZNMI,1,33,36.36,1.25,18.42,17.95,8,50.0,2.15,2.84,19.92,30.08,40.71
AVPGY,ALKLC,1,10,40.0,1.76,17.43,22.57,4,50.0,2.68,3.33,20.99,29.01,40.71
TAVHL,ATAKP,4,11,18.18,0.83,8.96,9.22,5,60.0,1.13,3.09,7.56,52.44,40.7
ISGYO,ANELE,2,24,12.5,0.06,15.48,-2.98,6,66.67,2.52,3.2,26.25,40.42,40.7
AKSA,YAPRK,3,23,21.74,1.24,20.59,1.15,6,50.0,5.18,5.29,10.46,39.54,40.7
MACKO,MANAS,5,33,30.3,0.12,21.27,9.03,12,50.0,4.19,5.29,32.49,17.51,40.7
DEVA,BRLSM,5,10,0.0,-1.18,13.77,-13.77,5,60.0,5.37,9.9,14.35,45.65,40.69
ONRYT,KERVN,5,29,10.34,-0.07,17.37,-7.02,10,60.0,3.96,5.42,26.58,33.42,40.69
KRVGD,UFUK,5,13,38.46,2.51,24.35,14.11,6,50.0,2.67,2.18,18.14,31.86,40.69
SOKM,LIDER,5,10,20.0,-0.24,18.89,1.11,5,60.0,3.77,6.38,23.21,36.79,40.68
TABGD,ARSAN,5,17,41.18,2.79,13.12,28.06,4,50.0,1.69,1.7,18.99,31.01,40.68
MARBL,VANGD,1,39,20.51,0.09,19.8,0.71,7,57.14,3.57,3.6,19.09,38.06,40.67
BIMAS,CRDFA,2,13,15.38,0.83,21.74,-6.35,5,60.0,4.34,3.02,22.08,37.92,40.67
KLSER,OFSYM,1,13,30.77,1.51,13.4,17.36,4,50.0,3.71,2.39,15.77,34.23,40.67
BFREN,LINK,2,38,7.89,-1.14,23.72,-15.82,5,60.0,4.5,3.63,15.83,44.17,40.66
DZGYO,MEGMT,1,41,14.63,0.36,14.29,0.35,10,60.0,2.2,3.93,18.11,41.89,40.66
KRDMD,DITAS,1,17,23.53,1.36,16.04,7.49,9,55.56,3.06,4.38,24.07,31.49,40.66
LOGO,TERA,3,22,36.36,1.9,24.75,11.61,4,50.0,3.94,2.89,18.83,31.17,40.66
ISCTR,SUNTK,1,14,35.71,0.83,18.22,17.5,4,50.0,3.53,3.37,19.5,30.5,40.66
ELITE,ALGYO,3,44,9.09,0.08,10.1,-1.01,6,66.67,2.12,3.96,20.08,46.58,40.65
RAYSG,MRGYO,2,51,21.57,-0.19,18.97,2.6,5,60.0,2.24,4.97,14.58,45.42,40.65
SOKE,KRDMB,2,14,0.0,-0.07,10.32,-10.32,8,62.5,4.13,4.28,19.58,42.92,40.65
THYAO,DYOBY,5,14,28.57,1.25,16.9,11.67,4,50.0,3.81,2.63,10.13,39.87,40.65
BEGYO,TEHOL,3,31,38.71,1.64,25.15,13.56,4,50.0,3.65,3.55,20.5,29.5,40.65
MERCN,TRHOL,3,50,40.0,1.1,26.44,13.56,21,47.62,3.08,2.51,30.96,16.66,40.65
SOKM,TNZTP,4,10,20.0,-1.01,14.48,5.52,5,60.0,1.89,3.49,12.61,47.39,40.64
BANVT,FONET,2,49,22.45,0.08,18.38,4.07,5,60.0,1.97,3.45,14.58,45.42,40.64
EKGYO,VBTYZ,4,26,15.38,0.51,14.54,0.84,5,60.0,3.81,4.95,18.91,41.09,40.64
SASA,HATSN,4,19,21.05,1.48,9.12,11.94,10,50.0,3.33,2.67,14.29,35.71,40.64
SDTTR,ADGYO,1,22,22.73,-0.01,10.19,12.54,18,50.0,2.47,2.71,14.94,35.06,40.64
RAYSG,GARFA,1,51,19.61,0.45,16.96,2.65,5,60.0,1.98,3.02,10.79,49.21,40.63
BANVT,ATEKS,1,48,10.42,-0.48,15.84,-5.42,5,60.0,4.8,4.36,20.75,39.25,40.63
NUGYO,DITAS,2,27,18.52,-0.35,16.07,2.45,7,57.14,4.31,6.3,24.17,32.98,40.63
ANHYT,TKFEN,1,33,9.09,0.09,14.79,-5.7,8,62.5,3.22,4.66,21.99,40.51,40.62
MHRGY,ALGYO,1,12,25.0,1.45,10.06,14.94,7,57.14,1.62,3.5,19.92,37.23,40.62
DZGYO,TMPOL,4,45,22.22,0.88,19.12,3.1,9,55.56,3.63,5.44,23.95,31.61,40.62
PENTA,ONRYT,1,9,33.33,1.03,16.57,16.77,6,50.0,2.16,1.93,11.55,38.45,40.61
AVPGY,POLTK,4,12,33.33,1.82,17.13,16.2,4,50.0,3.19,3.32,13.87,36.13,40.61
BIMAS,BURCE,1,13,7.69,0.62,18.34,-10.65,5,60.0,5.59,8.42,24.07,35.93,40.61
CMBTN,INFO,3,55,20.0,-0.05,16.04,3.96,7,57.14,3.56,4.56,21.29,35.86,40.61
AKCNS,KONTR,5,17,23.53,0.21,14.71,8.82,8,50.0,4.19,3.55,16.03,33.97,40.61
QNBTR,OZRDN,2,78,15.38,0.01,14.23,1.16,14,57.14,3.79,5.01,28.75,28.39,40.61
KLSER,ATATP,4,21,38.1,1.75,19.32,18.77,4,50.0,3.53,2.32,23.11,26.89,40.61
PARSN,GIPTA,3,13,15.38,-0.41,18.77,-3.38,5,60.0,3.97,6.02,19.67,40.33,40.6
BANVT,BURVA,3,49,14.29,-0.44,18.09,-3.81,5,60.0,6.07,9.23,34.31,25.69,40.6
GLYHO,TRHOL,1,25,36.0,2.03,26.34,9.66,12,50.0,3.06,2.62,30.71,19.29,40.6
VESTL,EKGYO,3,18,11.11,-0.17,14.71,-3.6,5,60.0,3.53,3.09,12.13,47.87,40.59
RAYSG,ODINE,2,23,21.74,0.35,20.29,1.45,5,60.0,3.93,5.15,26.86,33.14,40.59
AZTEK,TMPOL,3,50,26.0,0.43,19.28,6.72,12,50.0,3.77,2.8,23.85,26.15,40.59
BIMAS,GMTAS,5,13,15.38,-0.81,14.91,0.47,5,60.0,3.26,3.47,14.77,45.23,40.58
BIMAS,KBORU,4,11,9.09,-0.35,10.67,-1.58,5,60.0,4.23,3.38,15.42,44.58,40.58
SOKM,ISGSY,4,10,20.0,-1.13,17.86,2.14,5,60.0,2.71,3.89,16.53,43.47,40.58
ISCTR,AZTEK,2,14,28.57,0.71,16.01,12.56,4,50.0,3.99,3.08,12.5,37.5,40.58
KOPOL,LIDER,4,24,16.67,0.8,18.85,-2.18,12,58.33,2.58,3.4,23.53,34.8,40.58
QNBTR,KONTR,4,78,17.95,-0.38,14.88,3.07,14,50.0,4.15,3.37,15.97,34.03,40.58
EUREN,EDATA,4,27,11.11,-0.48,18.45,-7.34,10,60.0,3.26,5.24,22.69,37.31,40.57
VESBE,QNBFK,2,15,26.67,-0.98,23.02,3.65,6,50.0,4.68,5.46,14.17,35.83,40.57
KLSER,KARTN,1,21,28.57,0.84,13.47,15.11,4,50.0,4.16,3.14,15.77,34.23,40.57
DEVA,TRHOL,1,10,30.0,1.5,26.34,3.66,5,60.0,3.11,3.8,30.71,29.29,40.57
YBTAS,KTLEV,3,31,32.26,1.52,20.8,11.46,10,50.0,3.71,3.02,28.34,21.66,40.57
TOASO,ISKPL,5,18,16.67,1.0,18.29,-1.62,7,57.14,4.12,3.81,19.41,37.73,40.56
GSDHO,SKBNK,5,8,25.0,0.27,15.77,9.23,12,50.0,2.25,2.18,13.5,36.5,40.56
SDTTR,TRALT,1,32,18.75,-0.06,10.69,8.06,18,55.56,2.63,3.38,24.48,31.07,40.56
ALARK,SMRTG,3,11,9.09,-0.5,10.5,-1.4,5,60.0,4.05,4.18,14.23,45.77,40.55
ISCTR,BRKVY,4,14,42.86,2.32,22.22,20.63,4,50.0,1.55,2.18,14.71,35.29,40.55
ENJSA,CWENE,2,13,30.77,2.35,12.85,17.92,4,50.0,3.63,3.69,16.25,33.75,40.54
IZENR,TERA,2,36,30.56,1.5,24.7,5.85,10,50.0,3.2,2.93,18.75,31.25,40.54
ANHYT,BURVA,3,33,15.15,-0.16,18.09,-2.94,8,62.5,4.0,6.28,34.31,28.19,40.54
BAGFS,CRDFA,1,33,27.27,-0.02,21.7,5.58,14,50.0,3.49,3.16,22.41,27.59,40.54
TAVHL,GLYHO,3,11,9.09,-0.61,13.66,-4.57,5,60.0,3.76,4.87,12.13,47.87,40.53
GOODY,PASEU,3,14,14.29,0.96,17.87,-3.58,6,66.67,2.35,3.35,27.62,39.05,40.53
VESTL,KTSKR,1,18,22.22,0.52,11.05,11.18,6,50.0,4.38,5.42,13.28,36.72,40.53
ENJSA,DMRGD,3,8,37.5,1.56,14.4,23.1,4,50.0,2.89,2.14,21.34,28.66,40.53
THYAO,INVES,1,10,30.0,0.77,12.86,17.14,4,50.0,4.23,3.02,19.5,30.5,40.52
GARAN,DURKN,4,11,9.09,-0.32,15.23,-6.14,5,60.0,4.02,3.6,14.17,45.83,40.51
INDES,FZLGY,5,9,11.11,-0.66,17.6,-6.49,5,60.0,3.83,4.86,14.77,45.23,40.51
MRSHL,EUPWR,1,56,14.29,-0.3,13.21,1.07,10,60.0,2.37,3.18,20.33,39.67,40.51
OSMEN,BJKAS,1,42,26.19,-0.47,14.65,11.54,10,50.0,2.52,2.6,13.69,36.31,40.51
ASUZU,PAPIL,1,22,36.36,0.52,26.43,9.93,4,50.0,3.38,2.7,14.11,35.89,40.51
ISCTR,MTRKS,2,14,42.86,2.01,17.59,25.27,4,50.0,1.21,1.53,15.83,34.17,40.51
AGESA,HEDEF,1,23,26.09,1.21,19.72,6.36,5,60.0,2.95,3.0,27.94,32.06,40.51
NUGYO,KTLEV,2,26,23.08,-0.41,20.8,2.28,7,57.14,4.18,5.42,28.23,28.92,40.51
PETKM,DOGUB,3,12,33.33,1.31,16.7,16.63,10,50.0,3.53,3.12,32.22,17.78,40.51
AGESA,TRMET,5,23,17.39,0.06,13.97,3.42,5,60.0,3.15,3.61,18.57,41.43,40.5
KLSER,INDES,1,21,28.57,0.79,12.28,16.29,4,50.0,3.22,3.04,9.96,40.04,40.5
DNISI,SELEC,5,54,11.11,-0.06,12.18,-1.06,7,57.14,4.71,4.01,18.57,38.58,40.5
ALKIM,KLRHO,5,13,15.38,-0.17,15.28,0.1,6,66.67,2.26,3.77,28.27,38.4,40.5
